exact_merge_group_id,exact_merge_group_name,ministry,catalog,n_rows,header_signature,sample_titles
1,"State & UT-wise Milk Production by Cows, Buffaloes & Goats"," Ministry of Fisheries, Animal Husbandry and Dairying,Department of Animal Husbandry and Dairying",Basic Animal Husbandry Survey - 2015,5,"S. No.,States/UTs,Cow Milk  Exotic/CB,Cow Milk  IND/ND,Cow Milk  Total,Buffalo Milk,Goat Milk,Total","State & UT-wise Milk Production by Cows, Buffaloes & Goats during 2009-10 | State & UT-wise Milk Production by Cows, Buffaloes & Goats during 2010-11 | State & UT-wise Milk Production by Cows, Buffaloes & Goats during 2011-12"
968,Total Registered Motor Vehicles categorized as Transport and Non Transport in Million Plus Cities,Ministry of Road Transport and Highways,Registered Motor Vehicles In Million Plus Cities,5,"Million Plus Cities,TRANSPORTMultiaxled/ Articulated Vehicles/ Trucks and Lorries,TRANSPORTLight Motor Vehicle Goods,TRANSPORTBuses,TRANSPORTTaxis,TRANSPORTLight Motor Vehicle Passenger,Total Transport,NONTRANSPORTTwo Wheelers,NONTRANSPORTCars,NONTRANSPORTJeeps,NONTRANSPORTOmni Buses,NONTRANSPORTTractors,NONTRANSPORTTrailers,NONTRANSPORTOthers,Total Non Transport,Grand Total Transport  NonTransport",Total Registered Motor Vehicles categorized as Transport and Non Transport in Million Plus Cities of India as on 31st March 2010 | Total Registered Motor Vehicles categorized as Transport and Non Transport in Million Plus Cities of India as on 31st March 2011 | Total Registered Motor Vehicles categorized as Transport and Non Transport in Million Plus Cities of India as on 31st March 2007
49,State/ Union Territory-wise Preserved and Processed Commodities," Ministry of Fisheries, Animal Husbandry and Dairying,Department of Animal Husbandry and Dairying",Production and Disposals - Fisheries Statistics 2014,5,"S.No.,State / Union Territory,Tuna Frozen,Marine Fish Frozen,Fish Dried Unsalted,Fish Dried  Salted or smoked,Shark fins Dried Salted etc.,Crab Meat Frozen,Frozen Whole cooked Lobster,Frozen Lobster tails,Shrimp  Prawn Frozen,Freeze Dried Shrimp,Dried Prawn/ Shrimp,Frozen Cuttlefish fillets,Frozen Squids,Dried Squids,Canned Fish,Canned Shrimp/ Prawn,Fish body oil,Fish meals soluble or similar feedings,Pomfret Frozen,Tunas frozen,Mackerels frozen,Jellyfish dried salted or in brine,Miscellaneous,T",State/ Union Territory-wise Preserved and Processed Commodities during 2008 | State/ Union Territory-wise Preserved and Processed Commodities during 2009 | State/ Union Territory-wise Preserved and Processed Commodities during 2010
299,Water quality of medium & minor rivers,"Ministry of Environment, Forest and Climate Change, Central Pollution Control Board",Water Quality in India - 2013,5,"STATION CODE,LOCATIONS,STATE,TEMPERATURE C   Min,TEMPERATURE C   Max,TEMPERATURE C   Mean,D.O. mg/l   Min    4 mg/l,D.O. mg/l   Max    4 mg/l,D.O. mg/l   Mean    4 mg/l,pH   Min   6.58.5,pH   Max   6.58.5,pH   Mean   6.58.5,CONDUCTIVITY mhos/cm   Min,CONDUCTIVITY mhos/cm   Max,CONDUCTIVITY mhos/cm   Mean,B.O.D. mg/l   Min    3 mg/l,B.O.D. mg/l   Max    3 mg/l,B.O.D. mg/l   Mean    3 mg/l,NITRATE N NITRITEN mg/l   Min,NITRATE N NITRITEN mg/l   Max,NITRATE N NITRITEN mg/l   Mean,FECAL COLIFORM MPN",Water quality of medium & minor rivers in Goa - 2013 | Water quality of medium & minor rivers in Maharashtra - 2013 | Water quality of medium & minor rivers in Kerala - 2013
810,7th Minor Irrigation Census - Village Schedule,Ministry of Jal Shakti,"7th Minor Irrigation Census - Village Schedule, Ground Water Schemes, Surface Water Schemes",5,"serial_no,state,district,block_tehsil,village,enumeration_date,village_type,covered_by_major_medium_scheme,major_medium_scheme_name,geographical_area,cultivable_area,net_sown_area,gross_irrigated_area_kharif_season,gross_irrigated_area_rabi_season,gross_irrigated_area_perennial_crop,gross_irrigated_area_other_season,gross_irrigated_area_total,net_irrigated_area,avg_ground_water_level_pre_monsoon,avg_ground_water_level_post_monsoon,users_association_wua_exists,pond,tank,lake,reservoirs,water_cons",7th Minor Irrigation Census - Village Schedule - Assam | 7th Minor Irrigation Census - Village Schedule - Bihar | 7th Minor Irrigation Census - Village Schedule - Delhi
305,Issuance of VISA to Various Foreign Nationals against Various Categories of VISAs,"Ministry of Home Affairs, Department of Home",Issuance of VISA to Various Foreign Nationals against Various Categories of VISAs,4,"COUNTRY,MISSION,VISA ISSUE DATE,EMPLOYMENT VISA,TOURIST VISA,BUSINESS VISA,CONFERENCE VISA,BUS VISA INDSPOUSE,BUSINESS VISA TRANSFER,DIPLOMATIC VISA,DIPLOMATIC DEPENDANT VISA,EMPLOYMENT VISA INDSPOUSE,ENTRY VISA,MEDICAL VISA,MEDICAL ATTENDENT VISA,MISSIONARY VISA,PILGRIMAGE VISA,RESEARCH VISA,PROJECT VISA,TRANSIT VISA,VISIT VISA,ART SURROGACY,LONG TERM VISA TRANSFER,STUDENT VISA",Issuance of VISA to Various Foreign Nationals against Various Categories of VISAs in 2013 | Issuance of VISA to Various Foreign Nationals against Various Categories of VISAs in 2012 | Issuance of VISA to Various Foreign Nationals against Various Categories of VISAs in 2011
770,Death Cause : Rajkot,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Gujarat, Rajkot",Rajkot Municipal Corporation : Birth and Death,4,"City,Cause of Death,Gender,Less than 1 year,14 years,514 years,1524 years,2534 years,3544 years,4554 years,5564 years,6569 years,above 70 years ,Total",Death Cause : Rajkot : 2010 | Death Cause : Rajkot : 2011 | Death Cause : Rajkot : 2017
957,Number of Registered Motor Vehicles (Transport & Non-Transport),Ministry of Road Transport and Highways,Motor Transport Statistics: 2001-2002,4,"Type,Vehicles Category,Type of Vehicles,Newly registered200001 ,Newly registered200102,Total registered 200001 ,Total registered 200102",Number of Registered Motor Vehicles (Transport & Non-Transport) Andhra Pradesh from 2000-01 to 2001-02 | Number of Registered Motor Vehicles (Transport & Non-Transport) Chhattisgarh from 2000-01 to 2001-02 | Number of Registered Motor Vehicles (Transport & Non-Transport) Jharkhand from 2000-01 to 2001-02
953,Number of Registered Motor Vehicles (Transport) &( Non-Transport) - UT,Ministry of Road Transport and Highways,Motor Transport Statistics: 1999-2000,4,"Vehicles Category,Type of Vehicles,Newly registered199899,Newly registered 19992000,Total registered 199899,Total registered 19992000",Number of Registered Motor Vehicles (Transport) &( Non-Transport) - UT: Andaman and Nicobar Islands from 1998-99 to 1999-2000 | Number of Registered Motor Vehicles (Transport) &( Non-Transport) - UT: Dadra and Nagar Haveli from 1998-99 to 1999-2000 | Number of Registered Motor Vehicles (Transport) &( Non-Transport) - UT: Lakshadweep from 1998-99 to 1999-2000
51,Inland Fish Landings by Species by States/ Union Territories," Ministry of Fisheries, Animal Husbandry and Dairying,Department of Animal Husbandry and Dairying",Production and Disposals - Fisheries Statistics 2014,4,"S.No,States/UTs,Major Carps Catla Rohu Mrigal and Calbasu,Minor Carp,Exotic Carpsu Common silver and Grass Carp,Murrels Ophiocep  hauls spp.,Catfishes Wallago attu Pangasius bagarius,Other fresh water fishes,Others,Total",Inland Fish Landings by Species by States/ Union Territories during 2008 | Inland Fish Landings by Species by States/ Union Territories during 2009 | Inland Fish Landings by Species by States/ Union Territories during 2010
52,Marine Fish Landings by Species Coastal States and Union Territories," Ministry of Fisheries, Animal Husbandry and Dairying,Department of Animal Husbandry and Dairying",Production and Disposals - Fisheries Statistics 2014,4,"Sl. No.,Species,REGION NO. 57  INDIAN OCEAN EAST  A.P.,REGION NO. 57  INDIAN OCEAN EAST  Orissa,REGION NO. 57  INDIAN OCEAN EAST  T.N.,REGION NO. 57  INDIAN OCEAN EAST  W.B.,REGION NO. 57  INDIAN OCEAN EAST  A  N Islands,REGION NO. 57  INDIAN OCEAN EAST  Puducherry,REGION NO. 57  INDIAN OCEAN EAST  Total,REGION NO. 51  INDIAN OCEAN WEST  Gujarat,REGION NO. 51  INDIAN OCEAN WEST  Karnataka,REGION NO. 51  INDIAN OCEAN WEST  Kerala,REGION NO. 51  INDIAN OCEAN WEST  Maharashtra,REGION NO. 51  INDIAN",Marine Fish Landings by Species Coastal States and Union Territories during 2008 | Marine Fish Landings by Species Coastal States and Union Territories during 2009 | Marine Fish Landings by Species Coastal States and Union Territories during 2010
128,Class-wise Drop out rates,"Ministry of Education, Department of Higher Education",Dropout rate,4,"States/Union Territories,All Categories  Classes IV  Boys,All Categories  Classes IV  Girls,All Categories  Classes IV  Total,All Categories  Classes IVIII  Boys,All Categories  Classes IVIII  Girls,All Categories  Classes IVIII  Total,All Categories  Classes IX  Boys,All Categories  Classes IX  Girls,All Categories  Classes IX  Total,Scheduled Caste  Classes IV  Boys,Scheduled Caste  Classes IV  Girls,Scheduled Caste  Classes IV  Total,Scheduled Caste  Classes IVIII  Boys,Scheduled Caste  Class",Class-wise Drop out rates for 2008-09 | Class-wise Drop out rates for 2009-10 | Class-wise Drop out rates for 2010-11
296,Water quality of Medium and Minor rivers,"Ministry of Environment, Forest and Climate Change, Central Pollution Control Board",Status of Water Quality in India - 2008 and 2011,4,"Station Code,Water Quality,Locations,State Name,TEMPERATURE degree CentigradeMinimum,TEMPERATURE degree CentigradeMaximum,TEMPERATURE degree CentigradeMean,Dissolved OxygenD.O. mg/lMinimum,Dissolved OxygenD.O. mg/lMaximum,Dissolved OxygenD.O. mg/lMean,pHMinimum,pHMaximum,pHMean,CONDUCTIVITY mhos/cmMinimum,CONDUCTIVITY mhos/cmMaximum,CONDUCTIVITY mhos/cmMean,Biochemical oxygen demand B.O.D. mg/lMinimum,Biochemical oxygen demand B.O.D. mg/lMaximum,Biochemical oxygen demand B.O.D. mg/lMean,NITRATE ","Water quality of Medium and Minor rivers in Goa and Maharashtra - 2008 | Water quality of Medium and Minor rivers in Himachal Pradesh, Punjab, Haryana, Chandigarh and Rajasthan - 2008 | Water quality of Medium and Minor rivers in Kerala - 2008"
179,State/ UT and School-wise Pupil teacher ratio (PTR),"Ministry of Education, Department of Higher Education",Pupil teacher ratio (PTR),4,"States/Union Territories,Intermediate/Senior Secondary Schools,High/ Secondary Schools,Upper Primary Schools,Primary Schools,PrePrimary Schools",State/ UT and School-wise Pupil teacher ratio (PTR) for 2008-09 | State/ UT and School-wise Pupil teacher ratio (PTR) for 2009-10 | State/ UT and School-wise Pupil teacher ratio (PTR) for 2010-11
235,Percentage of trained teachers,"Ministry of Education, Department of Higher Education",Trained teacher,4,"States/Union Territories,Intermediate/ Senior Secondary Schools,High/ Secondary Schools,Upper Primary Schools,Primary Schools,PrePrimary Schools",Percentage of trained teachers for 2008-09 | Percentage of trained teachers for 2009-10 | Percentage of trained teachers for 2010-11
825,Water Quality Affected Habitations,Ministry of Jal Shakti,Water Quality Affected Habitations,4,"State Name,District Name,Block Name,Panchayat Name,Village Name,Habitation Name,Quality Parameter,Year",Water Quality Affected Habitations As On 1st April 2009 | Water Quality Affected Habitations As On 1st April 2010 | Water Quality Affected Habitations As On 1st April 2011
1095,Number of Indian Nationals Departures,Ministry of Tourism,Tourism Statistics of India,4,"Year,No. of Indian Nationals departures from India,Percentage change over the previous year",Number of Indian Nationals Departures India from 1991 to 2018 | Number of Indian Nationals Departures from India from 1991 to 2019 | Number of Indian Nationals Departures from India from 1991 to 2020
813,Basic Habitation Information,Ministry of Jal Shakti,Basic Habitation Information,4,"State Name,District Name,Block Name,Panchayat Name,Village Name,Habitation Name,SC Current Population,ST Current Population,GENERAL Current Population,SC Covered Population,ST Covered Population,GENERAL Covered Population,Status,SC Concentrated,ST Concentrated,Year",Basic Habitation Information As On 1st April 2009 | Basic Habitation Information As On 1st April 2010 | Basic Habitation Information As On 1st April 2011
1052,Money Rates,Ministry of Statistics and Programme Implementation,Money Rates in India,4,"Year,Reserve Bank Bank rate,Advance rate,Lending Rates,Call/Notice Money Rates",Money Rates in India upto 2013-14 | Money Rates in India upto 2014-15 | Money Rates in India from 2000-01 to 2015-16
812,7th Minor Irrigation Census - Ground Water Schedule,Ministry of Jal Shakti,"7th Minor Irrigation Census - Village Schedule, Ground Water Schemes, Surface Water Schemes",4,"serial_no,state_name,district_name,block_tehsil_name,village_name,latitude,longitude,s_no_of_scheme,scheme_type,dugwell_type,tubewell_type,ownership,khasra_number,location_particulars,total_owners_holding,social_status,gender,commissioning_year,scheme_depth,scheme_diameter,scheme_bore_depth,nearest_scheme_distance,construction_cost,machinery_cost,maintenance_cost,finance_source1,finance_source2,construction_subsidy,machinery_subsidy,scheme_status,not_in_use_years,status_reason_temporarily,status",7th Minor Irrigation Census - Ground Water Schedule - Assam | 7th Minor Irrigation Census - Ground Water Schedule - Bihar | 7th Minor Irrigation Census - Ground Water Schedule - Delhi
775,Surat Death Registration Data for Year,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Gujarat, Surat",Mortality Rate : Surat,4,"ZoneName,Year,Month,Male,Female,Count",Surat Death Registration Data for Year 2016 | Surat Death Registration Data for Year 2017 | Surat Death Registration Data for Year 2018
811,7th Minor Irrigation Census - Surface Water Schedule,Ministry of Jal Shakti,"7th Minor Irrigation Census - Village Schedule, Ground Water Schemes, Surface Water Schemes",4,"serial_number,state,district,block_tehsil,village,latitude,longitude,s_no_of_scheme,scheme_type,scheme_type_surface_flow,scheme_type_surface_lift,ownership,khasra_number,total_owners_holding,scheme_owner_social_status,gender_name,commissioning_year,construction_cost,machinery_cost,maintainence_cost,finance_source1,finance_source2,construction_subsidy,machinery_subsidy,scheme_status,not_in_use_years,status_reason_temporarily,status_reason_permanently,water_distribution_method,lifting_device_type,",7th Minor Irrigation Census - Surface Water Schedule - Assam | 7th Minor Irrigation Census - Surface Water Schedule - Bihar | 7th Minor Irrigation Census - Surface Water Schedule - Ladakh
772,Marriage Registration Data : Rajkot,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Gujarat, Rajkot",Rajkot Municipal Corporatoin : Marriage Registration Data,4,"Month,Registered Gujarati,Registered English,Registered Total,Registered Gujarati,Not Registered English,Not Registered Total,Total Registration",Marriage Registration Data : Rajkot : 2015 | Marriage Registration Data : Rajkot : 2017 | Marriage Registration Data : Rajkot : 2018
768,Rajkot Death Cause,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Gujarat, Rajkot",Rajkot Municipal Corporation : Birth and Death,4,"City,Cause of Death,Gender,Less than 1,0104,0514,15  24,25  34,35  44,45  54,55  64,65  69,above 70 ,Total",Rajkot Death Cause 2012 | Rajkot Death Cause 2013 | Rajkot Death Cause 2014
774,Surat Birth Registration Data for Year,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Gujarat, Surat",Mortality Rate : Surat,4,"ZoneName,Year,Month,Male,Female,Count",Surat Birth Registration Data for Year 2016 | Surat Birth Registration Data for Year 2017 | Surat Birth Registration Data for Year 2018
