Collection,n_rows,flags,contrasting_or_subset,n_unexplained_tokens,unexplained_tokens,n_states,merge_add_columns,sample_titles
GSVA / GSDP at 2011-12 Prices for Uttrakhand from 2011-12 to 2015-16 (as on 29.07.2016),2,unexplained,,4,gsdp gsva nsdp nsva,0,,GSVA / GSDP at 2011-12 Prices for Uttrakhand from 2011-12 to 2015-16 (as on 29.07.2016) | NSVA / NSDP at 2011-12 Prices for Uttrakhand from 2011-12 to 2015-16 (as on 29.07.2016)
GSVA / GSDP at Current Prices for Puducherry from 2011-12 to 2015-16 (as on 29.07.2016),2,unexplained,,4,gsdp gsva nsdp nsva,1,,GSVA / GSDP at Current Prices for Puducherry from 2011-12 to 2015-16 (as on 29.07.2016) | NSVA / NSDP at Current Prices for Puducherry from 2011-12 to 2015-16 (as on 29.07.2016)
GSVA / GSDP at Current Prices for Tamil Nadu from 2011-12 to 2015-16 (as on 29.07.2016),2,unexplained,,4,gsdp gsva nsdp nsva,0,,GSVA / GSDP at Current Prices for Tamil Nadu from 2011-12 to 2015-16 (as on 29.07.2016) | NSVA / NSDP at Current Prices for Tamil Nadu from 2011-12 to 2015-16 (as on 29.07.2016)
GSVA / GSDP at Current Prices for Telengana from 2011-12 to 2015-16 (as on 29.07.2016),2,unexplained,,4,gsdp gsva nsdp nsva,0,,GSVA / GSDP at Current Prices for Telengana from 2011-12 to 2015-16 (as on 29.07.2016) | NSVA / NSDP at Current Prices for Telengana from 2011-12 to 2015-16 (as on 29.07.2016)
GSVA / GSDP at Current Prices for Uttrakhand from 2011-12 to 2015-16 (as on 29.07.2016),2,unexplained,,4,gsdp gsva nsdp nsva,0,,GSVA / GSDP at Current Prices for Uttrakhand from 2011-12 to 2015-16 (as on 29.07.2016) | NSVA / NSDP at Current Prices for Uttrakhand from 2011-12 to 2015-16 (as on 29.07.2016)
GSVA by Economic Activity at Constant (2011-12) Prices for Andaman & Nicobar Islands from 2011-12 to 2014-15 (as on 31.03.2017),4,unexplained,,4,constant current gsva nsva,0,,GSVA by Economic Activity at Constant (2011-12) Prices for Andaman & Nicobar Islands from 2011-12 to 2014-15 (as on 31.03.2017) | GSVA by Economic Activity at Current Prices for Andaman & Nicobar Islands from 2011-12 to 2014-15 (as on 31.03.2017)
Nationality-wise Average Duration of Stay by Foreign Tourists Arrivals (schema 1),4,unexplained,,4,details ftas tourist tourists,1,year,"Nationality-wise Average Duration of Stay by Foreign Tourists Arrivals in India, 2020 | Nationality wise Average duration of stay by Foreign Tourist Arrivals in India, 2021"
Nationality wise Details of Percentage Distribution of Foreign Tourists Arrivals (FTAs) in India Acording to Average Duration of Stay Groups (schema 1),2,unexplained,,4,arrival arrivals tourist tourists,1,,"Nationality wise Percentage distribution of Foreign Tourists Arrival in India according to Average Duration of Stay Groups, 2020      | Nationality wise Percentage distribution of Foreign Tourist Arrivals in India according to Average duration of Stay Groups, 2020"
Primary Census Abstract,4,"unexplained,geo_unnamed",,4,himachal jammu kashmir pradesh,2,,Primary Census Abstract 2011 - Chandigarh | Primary Census Abstract 2011 - Uttarakhand
"Sanctioned and Actual Strength of Armed Police as on 31.12.2000 (Men+Women) (State, UT & City -Wise ) (schema 8)",2,unexplained,,4,actual actul men only,0,,"State, UT & City Wise Sanctioned and Actual Strength of Armed Police  as on 31.12.1999 (Men+Women) | State, UT & City Wise Sanctioned and Actul Strength of Armed Police as on 31.12.1999 (Women Only)"
State/UT-wise Disposal of Persons Arrested under IPC Crimes by Courts (schema 10),3,unexplained,,4,court courts ipc sll,0,,State & UT-wise Disposal of Persons Arrested Under IPC Crimes by Courts during 1998 | State & UT-wise Disposal of Persons Arrested under SLL Crimes by Courts during 1998
Sanctioned & Actual Strength of Armed Police as on 31.12.1998 (Men + Women) (schema 3),2,unexplained,,4,actual actul men only,0,,Sanctioned & Actual Strength of Armed Police as on 31.12.1998 (Men + Women) | Sanctioned & Actul Strength of Armed Police as on 31.12.1998 (Women only)
State/UT-wise Juveniles Apprehended under IPC Crimes by Age Group & Sex (schema 8),2,unexplained,,4,crime crimes ipc sll,0,year,"Juveniles Apprehended under IPC Crimes by Age Group & Sex during 2000 (State, UT & City wise) | Juveniles Apprehended under SLL Crime by Age Group & Sex during 2000 (State,UT & City-Wise )"
Village Amenities for Kathua District of Jammu Kashmir,4,unexplained,,4,kathua kishtwar kulgam kupwara,0,,"Village Amenities for Kathua District of Jammu Kashmir, 2011 | Village Amenities for Kishtwar District of Jammu Kashmir, 2011"
Village Amenities for South District of Nct,7,unexplained,,4,east north south west,1,,"Village Amenities for East District of Nct for Delhi, 2011 | Village Amenities for North District of Nct for Delhi, 2011"
Town Amenities for Kathua District of Jammu Kashmir,4,unexplained,,4,kathua kishtwar kulgam kupwara,0,,"Town Amenities for Kathua District of Jammu Kashmir, 2011 | Town Amenities for Kishtwar District of Jammu Kashmir, 2011"
State/UT & City-wise Incidence & Rate of Total Cognizable Crimes (IPC) (schema 4),2,unexplained,,4,ipc sll ut uts,0,,"States, UTs & City wise Incidence & Rate of Total Cognizable Crimes (IPC) during 1997 | State, UT & City wise Incidence & Rate of Total Cognizable Crimes (SLL) during 1997"
"State, UT & City-Wise Number of Burglary Cases Reported and Value of Property Stolen by Place of Occurrence (schema 19)",2,unexplained,,4,burglary number numbers theft,0,year,"State, UT & City -Wise Number of Cases reported and value of property stolen by place of occurrence during 1997 Burglary | State, UT & City-Wise Numbers of Cases reported and value of property stolen by place of occurrence during 1997 Theft"
Persons Arrested Under IPC and SLL Crimes by Age Groups and Sex (schema 1),2,unexplained,,4,crime crimes group groups,0,year,Persons Arrested under IPC and SLL Crime by age group and sex during 1997 | Persons Arrested Under IPC and SLL Crimes by Age Groups and Sex during 1996
Sanctioned & Actual Strength of Armed Police as on 31.12.1998 (Men + Women) (schema 1),2,unexplained,,4,actual actul men only,0,,Sanctioned and Actual Strength of Armed Police as on 31.12.1997 (Men + Women) | Sanctioned and Actul Strength of Armed Police as on 31.12.1997 (Women Only)
State/UT-wise Disposal of Juveniles Arrested under IPC and SLL Crimes and Sent to Courts (schema 2),4,unexplained,,4,court courts lsl sll,0,year,"State, UT & City-Wise Disposal of Juveniles Arrested (Under IPC and SLL Crimes) and Sent to Courts during 1996 | State, UT & City-wise Disposal of juveniles Arrested (Under IPC & LSL Crimes) and Sent to Court during 1990"
"State, UT & City-Wise Number of Burglary Cases Reported and Value of Property Stolen by Place of Occurrence (schema 9)",4,unexplained,,4,burglary dacoity robbery theft,0,year,"State, UT & City-Wise Number of Dacoity Cases Reported and Value of Property Stolen by Place of Occurrence during 1996 | State, UT & City-Wise Number of Robbery Cases Reported and Value of Property Stolen by Place of Occurrence during 1996"
Incidence & Rate of Cognizable Crimes under Special and Local Laws (SLL) under different Crime Heads and Percentage Changes (schema 4),2,unexplained,,4,change changes lsl sll,1,,All-India level Incidence & Rate of Cognizable Crimes under Local and Special Laws (LSL) under different Crime Heads and Percentage Change during 1992 | All-India level Incidence & Rate of Cognizable Crimes under special and Local Laws (SLL) under different Crime Heads and Percentage Changes during 1994
All India level Percentage of Disposal of Cases under IPC by the Courts (schema 2),10,unexplained,,4,ipc l lsl sl,1,year,All-India level Percentage of IPC Crime Cases Disposed of by Courts during 1990 | All-India level Percentage of IPC Crime Cases Disposed of by Courts during 1992
All-India level Persons Arrested Per Case under IPC and LSL Crimes (schema 2),3,unexplained,,4,l lsl sl sll,1,,All-India level Persons Arrested Per Case under IPC and LSL Crimes from 1988 to 1992 | All-India level Persons Arrested Per Case under IPC and L & SL Crimes from 1989 to 1993
All-India level Juveniles Apprehended under IPC & LSL Crimes by Age Group & Sex (schema 2),4,unexplained,,4,group groups lsl sll,1,,All-India level Juveniles Apprehended under IPC & LSL Crimes by Age Group from 1980 to 1990 | All-India level Juveniles Apprehended under IPC & LSL Crimes by Age Group from 1979 to 1989
"State, UT & City-Wise Number of Burglary Cases Reported and Value of Property Stolen by Place of Occurrence (schema 1)",12,unexplained,,4,burglary dacoity robbery theft,0,year,"State, UT & City-wise Number of Dacoity Cases Reported and Value of Property Stolen by Place of Occurrence during 1990 | State, UT & City-wise Number of Robbery Cases Reported and Value of Property Stolen by Place of Occurrence during 1990"
"State, UT & City-Wise Number of Burglary Cases Reported and Value of Property Stolen by Place of Occurrence (schema 3)",8,unexplained,,4,burglary dacoity robbery theft,0,year,"State, UT & City-wise Number of Dacoity Cases reported and Value of Property Stolen by Place of Occurrence during 1992 | State, UT & City-wise Number of Robbery Cases Reported and Value of Property Stolen by Place of Occurrence during 1992"
"State, UT & City-Wise Number of Burglary Cases Reported and Value of Property Stolen by Place of Occurrence (schema 10)",4,unexplained,,4,burglary dacoity robbery theft,0,year,"State, UT & City-wise Number of Dacoity Cases Reported and Value of Property Stolen by Place of Occurrence during 1993 | State, UT & City-wise Number of Robbery Cases Reported and Value of Property Stolen by Place of Occurrence during 1993"
"State, UT & City-Wise Number of Burglary Cases Reported and Value of Property Stolen by Place of Occurrence (schema 8)",4,unexplained,,4,burglary dacoity robbery theft,0,year,"State, UT & City-wise Number of Dacoity Cases Reported and Value of Property Stolen by Place of Occurrence during 1988 | State, UT & City-wise Number of Robbery Cases Reported and Value of Property Stolen by Place of Occurrence during 1988"
"State, UT & City-wise Juveniles Apprehended By Sex for Committing Crime under IPC",16,unexplained,,4,crime crimes juvenile juveniles,0,year,"State, UT & City-wise Juveniles Apprehended by Sex for Committing Crimes under IPC during 1987 | State, UT & City-wise Juveniles Apprehended by Sex for Committing Crime under IPC during 1986"
"State, UT & City-wise Juveniles Apprehended by Age Group for Committing Crimes under Local and Special Laws (schema 1)",16,unexplained,,4,crime crimes juvenile juveniles,0,year,"State, UT & City-wise Juveniles Apprehended by Sex for Committing Crimes under Local and Special Laws during 1987 | State, UT & City-wise Juveniles Apprehended by Sex for Committing Crime under Local and Special Laws during 1986"
"State, UT & City-wise Disposal of Juveniles Sent to Court (schema 1)",6,unexplained,,4,court courts disposal disposals,0,year,"State, UT & City-wise Disposal of Juveniles Sent to Courts during 1987 | State, UT & City-wise Disposal of Juveniles Sent to Court during 1983"
All India level Disposal of Persons Arrested under IPC Crimes under Investigation by Police (schema 3),2,unexplained,,4,c i ipc p,1,,All India level Disposal of Persons Arrested under I.P.C. Crimes under Investigation by Police during 1986 | All India level Disposal of Persons Arrested under IPC Crimes under Investigation by Police during 1985
